word,esdb_level,decision,existing_rarity,existing_definition,reason
mashy,80,deferred,4,"Produced by crushing or bruising; resembling, or consisting of, a mash.",Not individually approved; not added to puzzles.
masjid,70,deferred,3,A mosque.,Not individually approved; not added to puzzles.
masjids,70,deferred,,,Not individually approved; not added to puzzles.
maskeg,80,deferred,,,Not individually approved; not added to puzzles.
maskegs,80,deferred,,,Not individually approved; not added to puzzles.
masoned,80,deferred,,,Not individually approved; not added to puzzles.
masquer,70,deferred,,,Not individually approved; not added to puzzles.
massa,80,deferred,4,"Pronunciation spelling of master, representing African-American Vernacular English.",Not individually approved; not added to puzzles.
massas,80,deferred,,,Not individually approved; not added to puzzles.
massier,70,deferred,,,Not individually approved; not added to puzzles.
massy,70,deferred,,,Not individually approved; not added to puzzles.
mastaba,70,deferred,,,Not individually approved; not added to puzzles.
mastics,80,deferred,,,Not individually approved; not added to puzzles.
masting,80,deferred,,,Not individually approved; not added to puzzles.
matai,80,deferred,,,Not individually approved; not added to puzzles.
matais,80,deferred,,,Not individually approved; not added to puzzles.
matatu,70,deferred,,,Not individually approved; not added to puzzles.
matcher,70,deferred,,,Not individually approved; not added to puzzles.
matelot,70,deferred,4,A sailor.,Not individually approved; not added to puzzles.
matin,70,deferred,4,of or relating to matins,Not individually approved; not added to puzzles.
matinal,80,deferred,,,Not individually approved; not added to puzzles.
matless,80,deferred,,,Not individually approved; not added to puzzles.
matoke,70,deferred,4,"Mashed boiled bananas or plantains, a staple food in Uganda.",Not individually approved; not added to puzzles.
matrass,70,deferred,,,Not individually approved; not added to puzzles.
matric,70,deferred,,,Not individually approved; not added to puzzles.
matrics,70,deferred,,,Not individually approved; not added to puzzles.
mattery,80,deferred,,,Not individually approved; not added to puzzles.
mattins,70,deferred,,,Not individually approved; not added to puzzles.
mattoid,70,deferred,4,Displaying erratic behaviour,Not individually approved; not added to puzzles.
matzah,70,deferred,,,Not individually approved; not added to puzzles.
matzahs,70,deferred,,,Not individually approved; not added to puzzles.
maud,80,deferred,,,Not individually approved; not added to puzzles.
mauds,80,deferred,,,Not individually approved; not added to puzzles.
mauger,70,deferred,,,Not individually approved; not added to puzzles.
maun,70,deferred,,,Not individually approved; not added to puzzles.
maund,70,deferred,,,Not individually approved; not added to puzzles.
maunds,70,deferred,,,Not individually approved; not added to puzzles.
maundy,70,deferred,,,Not individually approved; not added to puzzles.
mauves,80,deferred,,,Not individually approved; not added to puzzles.
mauvish,70,deferred,,,Not individually approved; not added to puzzles.
mavis,70,deferred,,,Not individually approved; not added to puzzles.
mavises,70,deferred,,,Not individually approved; not added to puzzles.
mawkin,70,deferred,,,Not individually approved; not added to puzzles.
mawkins,70,deferred,,,Not individually approved; not added to puzzles.
maximin,70,deferred,,,Not individually approved; not added to puzzles.
maxixe,80,deferred,,,Not individually approved; not added to puzzles.
maxixes,80,deferred,,,Not individually approved; not added to puzzles.
maxwell,70,deferred,,,Not individually approved; not added to puzzles.
maya,70,deferred,3,Magic; supernatural power as held by the gods.,Not individually approved; not added to puzzles.
mayan,80,deferred,,,Not individually approved; not added to puzzles.
mayas,70,deferred,,,Not individually approved; not added to puzzles.
maybird,80,deferred,,,Not individually approved; not added to puzzles.
mayed,80,deferred,,,Not individually approved; not added to puzzles.
mayest,70,deferred,,,Not individually approved; not added to puzzles.
mayhap,70,deferred,4,Maybe; perhaps; possibly; perchance.,Not individually approved; not added to puzzles.
mayhems,80,deferred,,,Not individually approved; not added to puzzles.
maying,80,deferred,,,Not individually approved; not added to puzzles.
mayings,80,deferred,,,Not individually approved; not added to puzzles.
mayos,80,deferred,,,Not individually approved; not added to puzzles.
maypop,80,deferred,,,Not individually approved; not added to puzzles.
maypops,80,deferred,,,Not individually approved; not added to puzzles.
mays,80,deferred,,,Not individually approved; not added to puzzles.
mayweed,70,deferred,,,Not individually approved; not added to puzzles.
mazard,70,deferred,4,A kind of small black cherry.,Not individually approved; not added to puzzles.
mazards,70,deferred,,,Not individually approved; not added to puzzles.
mazed,80,deferred,,,Not individually approved; not added to puzzles.
mazedly,80,deferred,,,Not individually approved; not added to puzzles.
mazer,70,deferred,4,"The maple tree, or maple wood.",Not individually approved; not added to puzzles.
mazers,70,deferred,,,Not individually approved; not added to puzzles.
mazier,80,deferred,4,comparative form of mazy: more mazy,Not individually approved; not added to puzzles.
maziest,80,deferred,,,Not individually approved; not added to puzzles.
mazily,80,deferred,,,Not individually approved; not added to puzzles.
mazing,80,deferred,,,Not individually approved; not added to puzzles.
mazuma,70,deferred,,,Not individually approved; not added to puzzles.
mazumas,70,deferred,,,Not individually approved; not added to puzzles.
mazy,70,deferred,4,Mazelike; like a maze.,Not individually approved; not added to puzzles.
mazzard,70,deferred,,,Not individually approved; not added to puzzles.
mbira,80,deferred,,,Not individually approved; not added to puzzles.
mbiras,80,deferred,,,Not individually approved; not added to puzzles.
meadowy,70,deferred,,,Not individually approved; not added to puzzles.
meads,80,deferred,,,Not individually approved; not added to puzzles.
mealie,70,deferred,,,Not individually approved; not added to puzzles.
mealies,70,deferred,,,Not individually approved; not added to puzzles.
meaners,80,deferred,,,Not individually approved; not added to puzzles.
measle,80,deferred,4,A red spot of the kind that appears on the skin of someone suffering from measles.,Not individually approved; not added to puzzles.
measled,80,deferred,,,Not individually approved; not added to puzzles.
meatal,80,deferred,,,Not individually approved; not added to puzzles.
meated,80,deferred,4,Fed; fattened.,Not individually approved; not added to puzzles.
meatily,80,deferred,,,Not individually approved; not added to puzzles.
meatman,70,deferred,,,Not individually approved; not added to puzzles.
meatmen,70,deferred,,,Not individually approved; not added to puzzles.
meatus,70,deferred,4,A tubular opening or passage leading to the interior of the body.,Not individually approved; not added to puzzles.
mebibit,70,deferred,,,Not individually approved; not added to puzzles.
medaka,80,deferred,,,Not individually approved; not added to puzzles.
medakas,80,deferred,,,Not individually approved; not added to puzzles.
medaled,70,deferred,,,Not individually approved; not added to puzzles.
medfly,80,deferred,,,Not individually approved; not added to puzzles.
mediacy,70,deferred,,,Not individually approved; not added to puzzles.
mediad,80,deferred,4,Toward the middle line.,Not individually approved; not added to puzzles.
medials,80,deferred,,,Not individually approved; not added to puzzles.
mediant,70,deferred,,,Not individually approved; not added to puzzles.
medias,80,deferred,,,Not individually approved; not added to puzzles.
medick,70,deferred,,,Not individually approved; not added to puzzles.
medicks,70,deferred,,,Not individually approved; not added to puzzles.
medigap,80,deferred,,,Not individually approved; not added to puzzles.
medii,70,deferred,,,Not individually approved; not added to puzzles.
medina,80,deferred,,,Not individually approved; not added to puzzles.
medinas,80,deferred,,,Not individually approved; not added to puzzles.
medius,70,deferred,,,Not individually approved; not added to puzzles.
medivac,70,deferred,,,Not individually approved; not added to puzzles.
medlar,70,deferred,4,"Mespilus germanica, common medlar (now often Crataegus germanica).",Not individually approved; not added to puzzles.
medlars,70,deferred,,,Not individually approved; not added to puzzles.
medrese,80,deferred,,,Not individually approved; not added to puzzles.
medusan,80,deferred,,,Not individually approved; not added to puzzles.
meeds,80,deferred,,,Not individually approved; not added to puzzles.
meeter,70,deferred,,,Not individually approved; not added to puzzles.
meeters,70,deferred,,,Not individually approved; not added to puzzles.
meetest,80,deferred,,,Not individually approved; not added to puzzles.
meetly,70,deferred,,,Not individually approved; not added to puzzles.
megabar,80,deferred,,,Not individually approved; not added to puzzles.
megapod,80,deferred,,,Not individually approved; not added to puzzles.
megara,70,deferred,,,Not individually approved; not added to puzzles.
megaron,70,deferred,,,Not individually approved; not added to puzzles.
megass,70,deferred,,,Not individually approved; not added to puzzles.
megasse,80,deferred,,,Not individually approved; not added to puzzles.
megilla,80,deferred,,,Not individually approved; not added to puzzles.
megilp,70,deferred,,,Not individually approved; not added to puzzles.
megilps,70,deferred,,,Not individually approved; not added to puzzles.
